,Unnamed: 0,patrimonio,fecha_cierre,id
144,144,13.204331501946418,2022-07-31,12826
145,145,8.002379626372386,2022-07-31,4217
146,146,11.945823544526432,2022-07-31,5827
147,147,8.040264519315349,2022-07-31,4617
148,148,8.809380002281232,2022-07-31,35791
149,149,11.257358110089806,2022-07-31,5535
150,150,10.420605120441373,2022-07-31,26185
151,151,12.051844362741884,2022-07-31,3669
152,152,4.415413053691515,2022-07-31,35841
153,153,10.028130074696527,2022-07-31,6533
154,154,9.253533185881864,2022-07-31,30222
155,155,7.719177818431937,2022-07-31,18488
156,156,12.0588215436043,2022-07-31,6323
157,157,10.174015597480068,2022-07-31,2117
158,158,13.44135312151132,2022-07-31,24336
159,159,7.449633540118486,2022-07-31,16610
160,160,8.666509518855547,2022-07-31,2868
161,161,13.27548572296281,2022-07-31,33374
162,162,7.481791730390631,2022-07-31,16484
163,163,8.918617078111224,2022-07-31,7086
164,164,9.407535112573438,2022-07-31,7014
165,165,13.476143223466533,2022-07-31,5272
166,166,11.685347677625336,2022-07-31,34134
167,167,1.2578926463153663,2022-07-31,7385
168,168,9.3602328269906,2022-07-31,4649
169,169,10.6635665988357,2022-07-31,27413
170,170,9.417587034657052,2022-07-31,34386
171,171,8.856557954930842,2022-07-31,14351
172,172,11.438603715952476,2022-07-31,1133
173,173,9.961283585192875,2022-07-31,24543
174,174,11.507073590603644,2022-07-31,13768
175,175,14.260884264001806,2022-07-31,15459
176,176,11.22641412028252,2022-07-31,5185
177,177,5.555239928696772,2022-07-31,17249
178,178,14.806848279902518,2022-07-31,16487
179,179,9.306387659141024,2022-07-31,25555
180,180,11.054955571020267,2022-07-31,7226
181,181,11.764730452907068,2022-07-31,16797
182,182,11.792117961282491,2022-07-31,3589
183,183,11.97565402615338,2022-07-31,29924
184,184,11.894388472709574,2022-07-31,3024
185,185,10.947250018633286,2022-07-31,26725
186,186,9.62229347545078,2022-07-31,17375
187,187,12.880381447117566,2022-07-31,9463
188,188,11.30704242771468,2022-07-31,16303
189,189,7.736637173071402,2022-07-31,23930
190,190,11.632800151598756,2022-07-31,1042
191,191,10.901422269354793,2022-07-31,12248
192,192,9.156284000647046,2022-07-31,31481
193,193,7.858124293580788,2022-07-31,9293
194,194,13.84820760948414,2022-07-31,11428
195,195,11.123178519518891,2022-07-31,1522
196,196,7.3570560758686705,2022-07-31,35640
197,197,11.322461907867424,2022-07-31,12469
198,198,12.05401323894922,2022-07-31,5615
199,199,10.108896043264265,2022-07-31,6438
200,200,12.755895457421513,2022-07-31,17263
201,201,9.301674932194643,2022-07-31,2894
202,202,9.093526516512911,2022-07-31,31195
203,203,8.550398927735218,2022-07-31,34024
204,204,6.002587457547656,2022-07-31,24749
205,205,5.96391861767803,2022-07-31,10887
206,206,8.818693254189242,2022-07-31,1721
207,207,10.616000524797398,2022-07-31,16486
208,208,8.181073485048932,2022-07-31,26136
209,209,8.449843897087494,2022-07-31,16724
210,210,9.63496260497102,2022-07-31,21335
211,211,3.934293174073874,2022-07-31,23597
212,212,9.848357855927665,2022-07-31,19664
213,213,11.04616600770333,2022-07-31,5636
214,214,8.420518400954165,2022-07-31,28480
215,215,8.43189017253339,2022-07-31,36664
216,216,11.712037568276584,2022-07-31,32117
217,217,11.843332108662803,2022-07-31,12406
218,218,12.001492086570376,2022-07-31,9751
219,219,8.89936060358527,2022-07-31,21912
220,220,12.082588860328574,2022-07-31,14503
221,221,6.276936679439934,2022-07-31,12807
222,222,8.5170652712348,2022-07-31,7798
223,223,5.360277566670807,2022-07-31,22202
224,224,5.521220889057638,2022-07-31,3187
225,225,5.9509263664754215,2022-07-31,32920
226,226,10.41085650890512,2022-07-31,26752
227,227,9.8956302072897,2022-07-31,5769
228,228,10.852917446207307,2022-07-31,14238
229,229,9.330708773802549,2022-07-31,24564
230,230,9.523174341774844,2022-07-31,26558
231,231,9.460162075586656,2022-07-31,17216
232,232,10.440541409223826,2022-07-31,7882
233,233,10.921508039306056,2022-07-31,9210
234,234,9.850895783916725,2022-07-31,33076
235,235,6.329139631446308,2022-07-31,3558
236,236,12.458904520794716,2022-07-31,27800
237,237,9.868813495658571,2022-07-31,25984
238,238,8.82643326136476,2022-07-31,17188
239,239,10.463409170557904,2022-07-31,34561
240,240,10.064393804868825,2022-07-31,33092
241,241,9.211086193781943,2022-07-31,28770
242,242,11.593814896164517,2022-07-31,13512
243,243,17.79383986164714,2022-07-31,25874
244,244,6.224956369888471,2022-07-31,15485
245,245,12.225782867380632,2022-07-31,33706
246,246,9.105094854150297,2022-07-31,11987
247,247,10.826020004284867,2022-07-31,33485
248,248,9.850200060531296,2022-07-31,23598
249,249,10.023910085652195,2022-07-31,36019
250,250,9.654195142882717,2022-07-31,21823
251,251,4.872085616630979,2022-07-31,14256
252,252,11.11252129866431,2022-07-31,23954
253,253,10.115881612129172,2022-07-31,6390
254,254,10.36604370554834,2022-07-31,10764
255,255,11.417261309523916,2022-07-31,20064
256,256,7.351405949275023,2022-07-31,35050
257,257,7.828499280316199,2022-07-31,3392
258,258,9.317928470527953,2022-07-31,34425
259,259,0.0090092941575874,2022-07-31,7287
260,260,9.237815743245966,2022-07-31,12411
261,261,9.436029640201683,2022-07-31,12064
262,262,11.120620338202482,2022-07-31,5771
263,263,6.581024638559243,2022-07-31,2080
264,264,9.529601016725058,2022-07-31,1337
265,265,9.852058617370837,2022-07-31,12714
266,266,11.448310526619602,2022-07-31,27464
267,267,8.632213177809746,2022-07-31,6304
268,268,6.271814177792788,2022-07-31,24905
269,269,13.989152288636843,2022-07-31,25914
270,270,13.317914030966245,2022-07-31,1092
271,271,10.970003576258812,2022-07-31,34019
272,272,11.2858466101215,2022-07-31,7102
273,273,10.3647302920131,2022-07-31,7371
274,274,11.552521223169938,2022-07-31,23484
275,275,12.176591694911613,2022-07-31,14922
276,276,8.703276364452474,2022-07-31,6312
277,277,9.622103870183878,2022-07-31,11941
278,278,8.217764260655123,2022-07-31,16969
279,279,9.446948389163657,2022-07-31,2944
280,280,9.780805775113391,2022-07-31,37033
281,281,2.236765751956752,2022-07-31,13888
282,282,11.967267958840736,2022-07-31,1393
283,283,0.0430594894604469,2022-07-31,9138
284,284,3.101712597091223,2022-07-31,18376
285,285,7.627377872243415,2022-07-31,36920
286,286,11.806083849539858,2022-07-31,23922
287,287,12.440100052223949,2022-07-31,30635
288,288,6.868619591014112,2022-07-31,26653
289,289,6.9583780486182025,2022-07-31,36
290,290,10.34177474101152,2022-07-31,26554
291,291,5.417574870197584,2022-07-31,3403
292,292,9.632016895449397,2022-07-31,13433
293,293,10.31690145179883,2022-07-31,18882
294,294,11.270712734570928,2022-07-31,32461
295,295,9.430690593574989,2022-07-31,23382
296,296,11.239402924847916,2022-07-31,25834
297,297,10.777453974479128,2022-07-31,7719
298,298,10.869708643453276,2022-07-31,6407
299,299,14.092348361299113,2022-07-31,19308
300,300,7.70816810079515,2022-07-31,33353
301,301,11.21031365657914,2022-07-31,10335
302,302,8.4364587278681,2022-07-31,1780
303,303,8.894071976271846,2022-07-31,33288
304,304,14.682169074740802,2022-07-31,19567
305,305,11.386282800310225,2022-07-31,31405
306,306,9.649071189655276,2022-07-31,35508
307,307,13.148644511041432,2022-07-31,14836
308,308,11.58262193641933,2022-07-31,29384
309,309,0.7055697005585024,2022-07-31,18181
310,310,3.098063204651453,2022-07-31,21967
311,311,9.990013078185774,2022-07-31,11671
312,312,5.323970493306702,2022-07-31,31334
313,313,2.692665799058463,2022-07-31,7838
314,314,11.973373289786386,2022-07-31,20270
315,315,8.976472267676183,2022-07-31,7845
316,316,8.808207654282338,2022-07-31,25001
317,317,11.4148492211356,2022-07-31,29624
318,318,5.20411657114921,2022-07-31,32264
319,319,9.515099301361612,2022-07-31,5742
320,320,9.897434848323162,2022-07-31,11924
321,321,9.952303420660924,2022-07-31,10297
322,322,8.797472480757746,2022-07-31,23541
323,323,7.422141372745478,2022-07-31,21687
324,324,10.830161036607349,2022-07-31,1638
325,325,7.743826921961836,2022-07-31,16438
326,326,13.895591279979872,2022-07-31,19295
327,327,6.072454498312369,2022-07-31,30357
328,328,10.91250748179771,2022-07-31,30877
329,329,5.760707713164747,2022-07-31,13954
330,330,9.320478616091052,2022-07-31,34639
331,331,5.963260526734906,2022-07-31,8786
332,332,0.8363813486458531,2022-07-31,1990
333,333,9.927760076901796,2022-07-31,21363
334,334,13.15494473914598,2022-07-31,17045
335,335,10.448242781584296,2022-07-31,33296
336,336,8.588505903324759,2022-07-31,3920
337,337,2.447810345146825,2022-07-31,31885
338,338,9.423174644823236,2022-07-31,11433
339,339,13.490350402217423,2022-07-31,28123
340,340,10.254461049018351,2022-07-31,33407
341,341,9.91561185523282,2022-07-31,3175
342,342,10.819798284210286,2022-07-31,33683
343,343,8.283264827515808,2022-07-31,19538
344,344,12.124579453875675,2022-07-31,9292
345,345,10.88087722195652,2022-07-31,24959
346,346,14.007628427711644,2022-07-31,32375
347,347,7.608771417920778,2022-07-31,32291
348,348,12.67157294558688,2022-07-31,24470
349,349,10.333015975105525,2022-07-31,5909
350,350,11.367737142830808,2022-07-31,29076
351,351,5.707986956754072,2022-07-31,36495
352,352,10.102188768937896,2022-07-31,35711
353,353,6.0035561481613735,2022-07-31,1794
354,354,10.072031549804995,2022-07-31,24967
355,355,8.23653439790053,2022-07-31,30316
356,356,8.144485550768925,2022-07-31,8142
357,357,0.7371640659767197,2022-07-31,27917
358,358,5.776388366871531,2022-07-31,109
359,359,5.305794344153579,2022-07-31,13520
360,360,6.720520471917481,2022-07-31,18075
361,361,4.606169686321175,2022-07-31,52
362,362,9.820045615690429,2022-07-31,19729
363,363,13.38426425298531,2022-07-31,28947
364,364,9.298361597230704,2022-07-31,3294
365,365,3.7392398134528855,2022-07-31,10871
366,366,8.12060060581167,2022-07-31,29678
367,367,11.034283060725803,2022-07-31,16954
368,368,6.06775638289467,2022-07-31,31101
369,369,8.587334922710962,2022-07-31,12834
370,370,10.946346438990677,2022-07-31,18639
371,371,11.79215701890532,2022-07-31,14598
372,372,9.914625494731377,2022-07-31,24637
373,373,9.280427378012895,2022-07-31,34710
374,374,12.640652026411686,2022-07-31,24324
375,375,7.495745156568494,2022-07-31,5720
376,376,11.429249210453518,2022-07-31,24312
377,377,12.542653029624669,2022-07-31,8257
378,378,12.131316038442904,2022-07-31,15476
379,379,10.712006597547417,2022-07-31,30567
380,380,5.975256452730761,2022-07-31,9889
381,381,10.11852058230961,2022-07-31,28360
382,382,7.110428332023989,2022-07-31,21354
383,383,8.304850846481685,2022-07-31,17679
384,384,5.511192376385448,2022-07-31,14458
385,385,5.95974423548727,2022-07-31,12811
386,386,7.091905163366121,2022-07-31,8125
387,387,0.8109302162163288,2022-07-31,26724
388,388,5.562314911870512,2022-07-31,27919
389,389,5.854467154840285,2022-07-31,29451
390,390,9.054599712133689,2022-07-31,21181
391,391,6.741797502244679,2022-07-31,26814
392,392,12.037587181022392,2022-07-31,32662
393,393,11.451362053747632,2022-07-31,18762
394,394,10.941135653408468,2022-07-31,27246
395,395,11.836913251282384,2022-07-31,8666
396,396,11.628548863621813,2022-07-31,25276
397,397,10.979902445818553,2022-07-31,1026
398,398,9.09799287970182,2022-07-31,18151
399,399,12.71648297607387,2022-07-31,10167
400,400,9.953370500352335,2022-07-31,21310
401,401,9.12924777169156,2022-07-31,18700
402,402,6.0198576216092,2022-07-31,22897
403,403,1.1789626413217682,2022-07-31,3924
404,404,9.045378107022746,2022-07-31,15684
405,405,7.503073510299602,2022-07-31,35744
406,406,7.051857787455716,2022-07-31,26987
407,407,12.62056216037849,2022-07-31,15085
408,408,11.073863787536606,2022-07-31,19884
409,409,14.737491061941771,2022-07-31,4236
410,410,11.520563461368216,2022-07-31,27780
411,411,12.292046504484055,2022-07-31,9277
412,412,11.434515412123512,2022-07-31,14665
413,413,8.373050035526063,2022-07-31,1093
414,414,8.580979679848086,2022-07-31,25752
415,415,8.62386099220438,2022-07-31,3460
416,416,13.958211101696296,2022-07-31,15041
417,417,11.54116252458014,2022-07-31,10630
418,418,9.738084688493895,2022-07-31,15609
419,419,12.751203635051963,2022-07-31,20007
420,420,11.550640102252702,2022-07-31,24097
421,421,8.820776466967093,2022-07-31,37061
422,422,0.0907543632684641,2022-07-31,36651
423,423,8.37686918111049,2022-07-31,32135
424,424,11.77868105699562,2022-07-31,8631
425,425,9.90280397294883,2022-07-31,4734
426,426,8.126065604077192,2022-07-31,27855
427,427,9.56168866154711,2022-07-31,11658
428,428,9.341325880837088,2022-07-31,1006
429,429,10.972216325193884,2022-07-31,1303
430,430,7.857005238684284,2022-07-31,24674
431,431,9.462613351810834,2022-07-31,28993
432,432,5.874236669822669,2022-07-31,24977
433,433,12.296476969048722,2022-07-31,26269
434,434,8.461577093477775,2022-07-31,28615
435,435,5.260444145119863,2022-07-31,21837
436,436,10.884427024473526,2022-07-31,232
437,437,8.82306114375568,2022-07-31,12610
438,438,8.855872847037316,2022-07-31,7861
439,439,7.224254373770393,2022-07-31,22125
440,440,7.932762648431357,2022-07-31,5809
441,441,9.164034933318003,2022-07-31,6801
442,442,7.665224960473969,2022-07-31,17112
443,443,0.9238619973704733,2022-07-31,1512
444,444,11.07247976029575,2022-07-31,976
445,445,10.349412556654794,2022-07-31,18270
446,446,4.65106091275318,2022-07-31,22688
447,447,0.6780335427498971,2022-07-31,32911
448,448,11.189328518917929,2022-07-31,9291
449,449,9.28598146829423,2022-07-31,7440
450,450,11.275530074441622,2022-07-31,11703
451,451,10.480459195347342,2022-07-31,731
452,452,8.525447034542575,2022-07-31,14887
453,453,11.23236644325045,2022-07-31,29121
454,454,9.952664546639118,2022-07-31,4733
455,455,9.98373397791934,2022-07-31,2448
456,456,8.937355708189783,2022-07-31,23817
457,457,6.259919838932061,2022-07-31,8910
458,458,10.988880735890827,2022-07-31,28230
459,459,8.404235445302785,2022-07-31,4530
460,460,9.068128195277126,2022-07-31,36128
461,461,4.353459965105912,2022-07-31,14577
462,462,10.206331315955886,2022-07-31,1211
463,463,11.068963563215815,2022-07-31,9590
464,464,9.415807817344112,2022-07-31,33080
465,465,10.330814245263708,2022-07-31,10651
466,466,10.323981526027929,2022-07-31,33416
467,467,8.004409318197405,2022-07-31,31012
468,468,12.30015805743058,2022-07-31,4699
469,469,9.230487351740951,2022-07-31,34804
470,470,6.899712018513715,2022-07-31,9319
471,471,9.117123489695029,2022-07-31,9637
472,472,10.341849832543875,2022-07-31,13286
473,473,8.43656864784235,2022-07-31,15599
474,474,10.79329025352064,2022-07-31,20487
475,475,5.459406774766973,2022-07-31,6754
476,476,7.116841892864995,2022-07-31,17291
477,477,5.974458256415727,2022-07-31,26686
478,478,2.3978952727983707,2022-07-31,31347
479,479,11.200138525963084,2022-07-31,1317
480,480,11.614264136845833,2022-07-31,34249
481,481,11.469916998528085,2022-07-31,33838
482,482,9.696524328354071,2022-07-31,1526
483,483,5.719908416580168,2022-07-31,6107
484,484,0.6168059473032227,2022-07-31,2287
485,485,11.927619709147631,2022-07-31,14322
486,486,11.186347073250449,2022-07-31,21365
487,487,6.948198321709231,2022-07-31,26434
488,488,8.182464793424229,2022-07-31,5551
489,489,6.965543883099363,2022-07-31,15073
490,490,9.640631352087972,2022-07-31,27680
491,491,9.308608445623427,2022-07-31,26911
492,492,11.489419204885357,2022-07-31,7482
493,493,7.137199737820264,2022-07-31,28005
494,494,10.621210631558542,2022-07-31,4296
495,495,0.1354046370062029,2022-07-31,7221
496,496,10.54845579459017,2022-07-31,8306
497,497,9.768628650589454,2022-07-31,24031
498,498,7.971816839788053,2022-07-31,20867
499,499,0.4740081006369731,2022-07-31,16544
500,500,0.5838901946229959,2022-07-31,9022
501,501,3.9318256327243257,2022-07-31,31356
502,502,10.125804522325936,2022-07-31,4830
503,503,4.232583606445867,2022-07-31,16156
504,504,10.87024504231064,2022-07-31,21261
505,505,11.937523846537989,2022-07-31,21019
506,506,11.036603855251904,2022-07-31,7341
507,507,12.99603132153774,2022-07-31,17242
508,508,7.042959895985673,2022-07-31,28896
509,509,8.51735715997266,2022-07-31,29559
510,510,13.168183419257453,2022-07-31,14168
511,511,4.719070136663387,2022-07-31,13042
512,512,2.4017061838618528,2022-07-31,22320
513,513,5.421309035911805,2022-07-31,2062
514,514,10.4803787153292,2022-07-31,3034
515,515,6.461910266117636,2022-07-31,21023
516,516,10.307817850323891,2022-07-31,20335
517,517,8.449439694444447,2022-07-31,27551
518,518,0.5458065926612362,2022-07-31,36364
519,519,2.3373729184797094,2022-07-31,22779
520,520,2.1925469877851085,2022-07-31,27421
521,521,6.274654670847323,2022-07-31,8990
522,522,5.070330857020119,2022-07-31,36955
523,523,10.42368250672405,2022-07-31,4902
524,524,8.458477683581455,2022-07-31,28918
525,525,10.104569690616882,2022-07-31,32831
526,526,10.819649516120002,2022-07-31,16935
527,527,11.04573233058126,2022-07-31,11771
528,528,11.75747720104198,2022-07-31,33743
529,529,11.985331219301989,2022-07-31,19745
530,530,3.1870961583321744,2022-07-31,5099
531,531,14.13634601560998,2022-07-31,19303
532,532,10.379228147006778,2022-07-31,11756
533,533,5.264057129862922,2022-07-31,29867
534,534,10.231236867714673,2022-07-31,15941
535,535,3.296096091661714,2022-07-31,4382
536,536,4.29299048193591,2022-07-31,27614
537,537,0.5561813254867879,2022-07-31,22913
538,538,5.30986048764302,2022-07-31,24728
539,539,7.631901486298147,2022-07-31,15534
540,540,10.784246439010436,2022-07-31,36005
541,541,9.963586436176463,2022-07-31,7541
542,542,14.41644946892323,2022-07-31,29381
543,543,9.62394539424385,2022-07-31,9956
544,544,11.407709116030992,2022-07-31,33969
545,545,12.339671968347387,2022-07-31,28179
546,546,10.18582822256298,2022-07-31,10060
547,547,11.650869094346255,2022-07-31,29885
548,548,6.091461454300456,2022-07-31,15160
549,549,6.093063998823574,2022-07-31,9909
550,550,8.08756591500725,2022-07-31,29944
551,551,11.022900728243256,2022-07-31,6697
552,552,8.671907997808466,2022-07-31,35125
553,553,7.400574760805384,2022-07-31,9642
554,554,12.276780160176008,2022-07-31,10261
555,555,9.427608939318752,2022-07-31,13746
556,556,8.489266855975396,2022-07-31,33694
557,557,7.120770915676115,2022-07-31,1336
558,558,9.22652646749782,2022-07-31,23555
559,559,9.188473934488062,2022-07-31,24615
560,560,12.055300330098085,2022-07-31,7880
561,561,2.062803900526813,2022-07-31,29133
562,562,12.710095694057015,2022-07-31,31713
563,563,9.184071445155071,2022-07-31,24706
564,564,11.053855935983163,2022-07-31,31298
565,565,0.023716526617316,2022-07-31,31274
566,566,6.2775622400932205,2022-07-31,2678
567,567,5.9799636647709296,2022-07-31,16096
568,568,6.001308436652911,2022-07-31,34682
569,569,10.18652563333186,2022-07-31,9653
570,570,10.482938824370803,2022-07-31,25726
571,571,10.593982920146027,2022-07-31,20259
572,572,9.160749837595947,2022-07-31,6622
573,573,9.572372649740863,2022-07-31,15769
574,574,9.56857095528031,2022-07-31,21597
575,575,12.386438987971022,2022-07-31,3184
576,576,9.113608962703545,2022-07-31,5039
577,577,10.460899599731963,2022-07-31,34570
578,578,8.800302474585381,2022-07-31,29465
579,579,10.00107794885152,2022-07-31,20262
580,580,9.804362942032126,2022-07-31,7972
581,581,10.849089638563346,2022-07-31,25123
582,582,13.63052847871707,2022-07-31,30514
583,583,12.843185968229417,2022-07-31,16770
584,584,11.506022096459054,2022-07-31,15231
585,585,9.344088003719342,2022-07-31,14753
586,586,9.422622268507688,2022-07-31,7633
587,587,11.255850538259752,2022-07-31,6982
588,588,5.391807709635375,2022-07-31,32731
589,589,10.69971895746754,2022-07-31,23820
590,590,10.75986261872505,2022-07-31,19276
591,591,13.895369650680076,2022-07-31,9960
592,592,10.879976726954643,2022-07-31,33476
593,593,9.418006686391282,2022-07-31,33892
594,594,2.8864752876170416,2022-07-31,6414
595,595,10.77841714457731,2022-07-31,14530
596,596,13.276836573217714,2022-07-31,826
597,597,10.634648997628952,2022-07-31,1657
598,598,12.606361315134883,2022-07-31,6864
599,599,13.260142201656477,2022-07-31,5373
600,600,7.861962797343495,2022-07-31,28306
601,601,10.872528255329232,2022-07-31,2461
602,602,12.713482756065927,2022-07-31,21453
603,603,10.009054406904658,2022-07-31,11962
604,604,10.935795815814144,2022-07-31,12266
605,605,11.379042078974736,2022-07-31,29571
606,606,0.2484213584984782,2022-07-31,15360
607,607,12.23741601952445,2022-07-31,29766
608,608,13.31286080383717,2022-07-31,35105
609,609,13.474195608715814,2022-07-31,14308
610,610,1.892660054163788,2022-07-31,14360
611,611,13.434265198395604,2022-07-31,2726
612,612,8.124609164817894,2022-07-31,29516
613,613,7.545487524958508,2022-07-31,3288
614,614,3.713572066704308,2022-07-31,29705
615,615,9.946951174883266,2022-07-31,32894
616,616,-0.0010005003335835,2022-07-31,1450
617,617,9.848631022621504,2022-07-31,29959
618,618,7.01531108322971,2022-07-31,5326
619,619,6.314748412505725,2022-07-31,9147
620,620,7.5056307194989405,2022-07-31,25365
621,621,12.2935420026309,2022-07-31,30451
622,622,10.778958894053304,2022-07-31,934
623,623,11.867845013102864,2022-07-31,33089
624,624,7.838309403310179,2022-07-31,416
625,625,9.048815183847973,2022-07-31,24697
626,626,3.3285908458910627,2022-07-31,7866
627,627,11.876663683152644,2022-07-31,20495
628,628,0.1831545430978465,2022-07-31,30557
629,629,13.284437122122062,2022-07-31,7654
630,630,10.904283040783056,2022-07-31,27706
